date,TweetId,Tweet,created_at,geo,place,coordinates,location
2020-12-10  13:36,1308444269137424385,@SalemJakes 👀😷 https://t.co/xyZFTV32yZ,2020-09-22 16:33:18,,Chicago,,everywhere
2020-12-10  13:36,1308425975659720706,@ULTRAGLOSS 👀😷 https://t.co/CzGQuDc8nR,2020-09-22 15:20:36,,Chicago,,everywhere
2020-12-10  13:36,1308425726165749760,@AmandaDuberman 👀😷 https://t.co/8JFZgqbfcE,2020-09-22 15:19:37,,Los Angeles,,everywhere
2020-12-10  13:36,1308422469653585922,@yayeetmybeets 👀😷 https://t.co/2YR6PV1tr2,2020-09-22 15:06:40,,Asbury Park,,everywhere
2020-12-10  13:36,1308421803975626760,@SmoothBrothaB 👀😷 https://t.co/c4cqW754Tm,2020-09-22 15:04:02,,Chicago,,everywhere
2020-12-10  13:36,1308421607233380353,@SirohiyaSatvik 👀😷 https://t.co/jlm5HHPAad,2020-09-22 15:03:15,,Chicago,,everywhere
2020-12-10  13:36,1308419350169292808,@LizzieShaneAK 👀😷 https://t.co/6ApaaV0Ol1,2020-09-22 14:54:16,,Manhattan,,everywhere
2020-12-10  13:36,1308418409705635844,@iSmashFizzle 👀😷 https://t.co/SKYItmKI5N,2020-09-22 14:50:32,,Chicago,,everywhere
2020-12-10  13:36,1308416244136239105,@dariel_loyal 👀😷 https://t.co/fUgbfbjt6x,2020-09-22 14:41:56,,Manhattan,,everywhere
2020-12-10  13:36,1308415387592257541,@allikaiter 👀😷 https://t.co/xGi7alFzSD,2020-09-22 14:38:32,,Seattle,,everywhere
2020-12-10  13:36,1308414707708170243,@alexmella24 👀😷 https://t.co/2wYQNYVde6,2020-09-22 14:35:50,,Chicago,,everywhere
2020-12-10  13:36,1308157870308044800,@_carla_soto 👀😷 https://t.co/fwmJpCudcN,2020-09-21 21:35:15,,Yankee Stadium,,everywhere
2020-12-10  13:36,1308157692922474498,@TheCatWhisprer 👀😷 https://t.co/wjdqlB2ij9,2020-09-21 21:34:33,,Asbury Park,,everywhere
2020-12-10  13:36,1308152781585494016,@WhatAreYouHaiku 👀😷 https://t.co/2Z7yHuMbUq,2020-09-21 21:15:02,,Asbury Park,,everywhere
2020-12-10  13:36,1308132903830925313,"The only thing we want going viral is this Tweet

#WearAMask",2020-09-21 19:56:02,,,,everywhere
2020-12-10  13:36,1308123224325021696,@maresknj 👀😷 https://t.co/dlLEUZ9Ohu,2020-09-21 19:17:35,,Chicago,,everywhere
2020-12-10  13:36,1308122424601264129,@Krmrtweets 👀😷 https://t.co/l3VdKZ0tHl,2020-09-21 19:14:24,,Chicago,,everywhere
2020-12-10  13:36,1308112098312859649,@imkikosuarez 👀😷 https://t.co/AoehyFCR87,2020-09-21 18:33:22,,New York,,everywhere
2020-12-10  13:36,1308110439302139904,@SchulteSophie 👀😷 https://t.co/H6l5JTZXSG,2020-09-21 18:26:46,,New York,,everywhere
2020-12-10  13:36,1308110006487625728,@umm_ahaha as real as 2020,2020-09-21 18:25:03,,,,everywhere
2020-12-10  13:36,1308109512910331904,@vincentegunlae 👀😷 https://t.co/5tat75IP6A,2020-09-21 18:23:06,,New York,,everywhere
2020-12-10  13:36,1308108765045030912,@MJWFilms 👀😷 https://t.co/gFPWVV31O5,2020-09-21 18:20:07,,New York,,everywhere
2020-12-10  13:36,1308104673749094400,"📍 Chicago
😷 @idkdenice https://t.co/h947Nl1hNr",2020-09-21 18:03:52,,Chicago,,everywhere
2020-12-10  13:36,1308104668124508161,"📍 New York City
😷 @TaraSlone https://t.co/sHJBNlsSHb",2020-09-21 18:03:50,,Manhattan,,everywhere
2020-12-10  13:36,1308104662189572097,"📍 Seattle
😷 @lightstairs_ https://t.co/6YLI0erzl2",2020-09-21 18:03:49,,Seattle,,everywhere
2020-12-10  13:36,1308104655201853440,"📍Miami
😷 @CaitlinDineen https://t.co/mzMoNVg87D",2020-09-21 18:03:47,,Miami,,everywhere
2020-12-10  13:36,1308104649262747649,"📍 Los Angeles
😷 @24tog https://t.co/b9x2UsoH7l",2020-09-21 18:03:46,,Los Angeles,,everywhere
2020-12-10  13:36,1308104642384015372,"📍 New Jersey
😷 @umm_ahaha https://t.co/TzQF0FUHC6",2020-09-21 18:03:44,,New Jersey,,everywhere
2020-12-10  13:36,1308097376322633729,@umm_ahaha 👀😷 https://t.co/PSfaGNXQkI,2020-09-21 17:34:52,,New Jersey,,everywhere
2020-12-10  13:36,1308093707493675008,@chapstick247 👀😷 https://t.co/RjZdsJlDZh,2020-09-21 17:20:17,,Miami,,everywhere
2020-12-10  13:36,1308093031082418178,@MadHerries 👀😷 https://t.co/fgWwa5yw5X,2020-09-21 17:17:36,,Miami,,everywhere
2020-12-10  13:36,1308092726710280192,@elvenarcher0106 👀😷 https://t.co/Mi9OqUTqyc,2020-09-21 17:16:23,,Manhattan,,everywhere
2020-12-10  13:36,1308092224442306561,@dezidoesit 👀😷 https://t.co/WRlOtKJWmL,2020-09-21 17:14:24,,Miami,,everywhere
2020-12-10  13:36,1308092133530832899,@katsully90 👀😷 https://t.co/vbNcdfzVdh,2020-09-21 17:14:02,,Meatpacking District,,everywhere
2020-12-10  13:36,1308089294708334594,@blakekimball 👀😷 https://t.co/jiO0Ejis7H,2020-09-21 17:02:45,,Miami,,everywhere
2020-12-10  13:36,1308089252002004992,@jillboard 👀😷 https://t.co/jDODbQ9Hll,2020-09-21 17:02:35,,Bryant Park,,everywhere
2020-12-10  13:36,1308088807082913792,@dhstark_ 👀😷 https://t.co/IgGU8Tb2mx,2020-09-21 17:00:49,,Brooklyn,,everywhere
2020-12-10  13:36,1308088615264636929,@morgs_wrld 👀😷 https://t.co/YRLQZmbCul,2020-09-21 17:00:03,,Miami,,everywhere
2020-12-10  13:36,1308088265447178242,@theresballz 👀😷 https://t.co/9rIBMcA2TJ,2020-09-21 16:58:40,,Bushwick,,everywhere
2020-12-10  13:36,1308087656589348864,@markseyelashes 👀😷 https://t.co/6GS7OfoLC5,2020-09-21 16:56:15,,Jersey City,,everywhere
2020-12-10  13:36,1308087364355526658,@Deccatori 👀😷 https://t.co/tWMzboWCJh,2020-09-21 16:55:05,,"Jersey City, NJ",,everywhere
2020-12-10  13:36,1308086910129070080,@TheProfessorDi 👀😷 https://t.co/fCy4IxwDiL,2020-09-21 16:53:17,,Seattle,,everywhere
2020-12-10  13:36,1308086120954114049,@TaraSlone 👀😷 https://t.co/MLJelZRUXI,2020-09-21 16:50:08,,Manhattan,,everywhere
2020-12-10  13:36,1308085043068203014,@ColonelFalafel 👀😷 https://t.co/w9bwMRUXiY,2020-09-21 16:45:51,,Miami,,everywhere
2020-12-10  13:36,1308062396922163201,@lightstairs_ 👀😷 https://t.co/kUXxSWd7oA,2020-09-21 15:15:52,,Seattle,,everywhere
2020-12-10  13:36,1308053203150401536,@endocrimes Hudson Yards in NYC!,2020-09-21 14:39:20,,,,everywhere
2020-12-10  13:36,1308049923292704772,@pashh14 👀😷 https://t.co/H01c9qIy7Z,2020-09-21 14:26:18,,Hudson Yards,,everywhere
2020-12-10  13:36,1308045556057595910,@endocrimes 👀😷 https://t.co/gWVh8lAloH,2020-09-21 14:08:57,,Hudson Yards,,everywhere
2020-12-10  13:36,1308033315157561344,@CaitlinDineen 😘😷,2020-09-21 13:20:19,,,,everywhere
2020-12-10  13:36,1308026686097760256,@24tog 👀😷 https://t.co/LDVsGogkO8,2020-09-21 12:53:58,,Venice Beach,,everywhere
2020-12-10  13:36,1308024910313385985,@CaitlinDineen 👀😷 https://t.co/NPXsZvkam5,2020-09-21 12:46:55,,Miami,,everywhere
2020-12-10  13:36,1308020793062940679,@TeamBryGuy 👀😷 https://t.co/263lPf7MoI,2020-09-21 12:30:33,,DUMBO,,everywhere
2020-12-10  13:36,1308020108875489286,@BrettCohenShow 👀😷 https://t.co/3IcSzHoIHM,2020-09-21 12:27:50,,Bryant Park,,everywhere
2020-12-10  13:36,1308019436268421130,@idkdenice 👀😷 https://t.co/9ZILUNWHtj,2020-09-21 12:25:10,,Chicago,,everywhere
2020-12-10  13:36,1308018598783463424,@txnya_m 👀😷 https://t.co/1DUb4kDCJy,2020-09-21 12:21:50,,Brooklyn,,everywhere
2020-12-10  13:36,1307019576195133440,@charlidamelio same,2020-09-18 18:12:04,,,,everywhere
2020-12-10  13:36,1305984601287020544,@neon_nuisance you deserve the happiness,2020-09-15 21:39:27,,,,everywhere
2020-12-10  13:36,1305630960403337216,Paul Rudd must want an edit button,2020-09-14 22:14:13,,,,everywhere
2020-12-10  13:36,1305530577077104640,@blndls this is the one,2020-09-14 15:35:19,,,,everywhere
2020-12-10  13:36,1305529861835030531,@theniptunes the best profiles look like this https://t.co/zFsuBIrmil,2020-09-14 15:32:29,,,,everywhere
2020-12-10  13:36,1305529732033847298,@seungminavocado are you streaming back door from your stream back door,2020-09-14 15:31:58,,,,everywhere
2020-12-10  13:36,1305529420803866624,@monipersona Twitter For Brain notifications were turned on,2020-09-14 15:30:44,,,,everywhere
2020-12-10  13:36,1305529266013196288,@AshNicholsArt either works for us,2020-09-14 15:30:07,,,,everywhere
2020-12-10  13:36,1304210453753667586,@beerfiend69 model behavior,2020-09-11 00:09:37,,,,everywhere
2020-12-10  13:36,1304192092063838208,@Reapsii we support this,2020-09-10 22:56:40,,,,everywhere
2020-12-10  13:36,1304190282137829381,@sydlarge18 accepting your acceptance,2020-09-10 22:49:28,,,,everywhere
2020-12-10  13:36,1303872681394221056,@CriminalCosta see you soon!,2020-09-10 01:47:26,,,,everywhere
2020-12-10  13:36,1303480831801950209,@gnuman1979 looks fun though,2020-09-08 23:50:22,,,,everywhere
2020-12-10  13:36,1303480345401217031,"@thetzechun this room says, let's pop off",2020-09-08 23:48:26,,,,everywhere
2020-12-10  13:36,1303479746999844864,@treydayway wholesome,2020-09-08 23:46:03,,,,everywhere
2020-12-10  13:36,1303457146944868354,@STALLIMINAJ different is good,2020-09-08 22:16:15,,,,everywhere
2020-12-10  13:36,1303452553141727233,@LizMaupin there's a gap in the market for an account that does this and only this,2020-09-08 21:58:00,,,,everywhere
2020-12-10  13:36,1302671947310923776,"RT @TBrown_80: Follow your heart, kids. https://t.co/1VVoVybWsg",2020-09-06 18:16:09,,,,everywhere
2020-12-10  13:36,1301932802653458435,@simplysnipes model student,2020-09-04 17:19:03,,,,everywhere
2020-12-10  13:36,1301932324456730626,@RmetropolisO obsessed,2020-09-04 17:17:09,,,,everywhere
2020-12-10  13:36,1301931367819882496,@pauzazuetaz cute sticker 😉,2020-09-04 17:13:21,,,,everywhere
2020-12-10  13:36,1301931114521653251,@satwilite thanking you now because it's just that good,2020-09-04 17:12:21,,,,everywhere
2020-12-10  13:36,1301931000587522048,@walker33828 look at that dark mode. gorgeous,2020-09-04 17:11:53,,,,everywhere
2020-12-10  13:36,1301928967679733760,@mahafuz_16 thinking outside the box,2020-09-04 17:03:49,,,,everywhere
2020-12-10  13:36,1301928667241680899,@AsimRiazTeam__ Perfection,2020-09-04 17:02:37,,,,everywhere
2020-12-10  13:36,1301927001012477955,@redwithgold it's ok we don't either. THANK YOU!,2020-09-04 16:56:00,,,,everywhere
2020-12-10  13:36,1301926541593640965,@BravinYuri the message is right where it needs to be,2020-09-04 16:54:10,,,,everywhere
2020-12-10  13:36,1301925855300595713,@ogbeni_ceejay you're the best,2020-09-04 16:51:27,,,,everywhere
2020-12-10  13:36,1301924992939106317,@kellymonster25 love the hustle,2020-09-04 16:48:01,,,,everywhere
2020-12-10  13:36,1301924740832034819,@kellymonster25 thanks for following directions,2020-09-04 16:47:01,,,,everywhere
2020-12-10  13:36,1301915811720974337,"PLEASE WEAR A MASK

...also if someone can screenshot this and post it on IG that would be great",2020-09-04 16:11:32,,,,everywhere
2020-12-10  13:36,1301640564392288258,@RealOldPaul A+,2020-09-03 21:57:48,,,,everywhere
2020-12-10  13:36,1301181544011378689,Well that didn't work https://t.co/AS3o3Hh4Vq,2020-09-02 15:33:49,,,,everywhere
2020-12-10  13:36,1300942135156527108,"@goodbeanaltalt replying to Tweets, you?",2020-09-01 23:42:30,,,,everywhere
2020-12-10  13:36,1300941290738266115,@goodbeanaltalt @hotpockets happy for you and hot pockets,2020-09-01 23:39:08,,,,everywhere
2020-12-10  13:36,1300796803978276864,@AC_Roald sorry it felt right in the moment,2020-09-01 14:05:00,,,,everywhere
2020-12-10  13:36,1300792689751977985,"@AC_Roald oops we did it again
https://t.co/y38jQMFBk0",2020-09-01 13:48:39,,,,everywhere
2020-12-10  13:36,1300792391432122368,@veedrasroom if level 8 was quicksand what's 9?,2020-09-01 13:47:28,,,,everywhere
2020-12-10  13:36,1300790679174631425,@owenlang_ that's how time works,2020-09-01 13:40:40,,,,everywhere
2020-12-10  13:36,1300790535309979655,@laucastrillon yes,2020-09-01 13:40:05,,,,everywhere
2020-12-10  13:36,1300789304390807558,@brintrevised exactly,2020-09-01 13:35:12,,,,everywhere
2020-12-10  13:36,1300789051742707718,@Life_Sleepyhead with a positive,2020-09-01 13:34:12,,,,everywhere
2020-12-10  13:36,1300788708275257350,@usopen Love,2020-09-01 13:32:50,,,,everywhere
2020-12-10  13:36,1300788447284736000,@Vraxooo a very warm welcome,2020-09-01 13:31:47,,,,everywhere
2020-12-10  13:36,1300788447200845837,@tavoncooke truly thrilling,2020-09-01 13:31:47,,,,everywhere
2020-12-10  13:36,1300788447125307392,@domainechambord you're our new favorite chateau,2020-09-01 13:31:47,,,,everywhere
2020-12-10  13:36,1300788227092213760,@DatDustyy october doesn't own spooky,2020-09-01 13:30:55,,,,everywhere
2020-12-10  13:36,1300786381023842307,@roooossshhiiiii okay!,2020-09-01 13:23:35,,,,everywhere
2020-12-10  13:36,1300785842655551488,@Vinivinci95 can we ignore that part,2020-09-01 13:21:26,,,,everywhere
2020-12-10  13:36,1300781950991585285,Oh look another month,2020-09-01 13:05:59,,,,everywhere
2020-12-10  13:36,1300554631618220032,"Three things—

1. ""Retweets with comments"" is changing to ""Quote Tweets""

2. Quote Tweets will appear right next to… https://t.co/UjeP0A6qFP",2020-08-31 22:02:41,,,,everywhere
2020-12-10  13:36,1300551105424830468,@BaraStrycova hi there,2020-08-31 21:48:41,,,,everywhere
2020-12-10  13:36,1300550998860214272,@coffeetan needed that big stretch,2020-08-31 21:48:15,,,,everywhere
2020-12-10  13:36,1300550938646675457,@Hammyinmiami mutuals is short for mutual weirdness,2020-08-31 21:48:01,,,,everywhere
2020-12-10  13:36,1300509506921787393,@heonbf makes sense!,2020-08-31 19:03:23,,,,everywhere
2020-12-10  13:36,1300509506686705665,"@NLiddle16 you got a performance, mention, AND follow in one day you really won",2020-08-31 19:03:23,,,,everywhere
2020-12-10  13:36,1300498474174218248,@denzeldion yes,2020-08-31 18:19:32,,,,everywhere
2020-12-10  13:36,1300469605559918592,@S_S_R_717 73% of september is SUMMER,2020-08-31 16:24:50,,,,everywhere
2020-12-10  13:36,1299808792322940928,"Most liked Tweet ever.  

A tribute fit for a King. 

#WakandaForever https://t.co/lpyzmnIVoP",2020-08-29 20:39:00,,,,everywhere
2020-12-10  13:36,1299067794005336066,@MeCookieMonster sending you cookie https://t.co/vq3bRKV5IW,2020-08-27 19:34:32,,,,everywhere
2020-12-10  13:36,1299061683646849024,@niquotein this Tweet is best,2020-08-27 19:10:15,,,,everywhere
2020-12-10  13:36,1298990894192791554,@JulieDiCaro which table are you at,2020-08-27 14:28:57,,,,everywhere
2020-12-10  13:36,1298990894180311040,@NextTo_Ecstasy you good,2020-08-27 14:28:57,,,,everywhere
2020-12-10  13:36,1298990894062870531,@racailleux the thing is he'd probably react the same scrolling by your Tweet,2020-08-27 14:28:57,,,,everywhere
2020-12-10  13:36,1298990763653525504,@georgebacon_ but Twitter followers breaking a mutual is kinda sad,2020-08-27 14:28:26,,,,everywhere
2020-12-10  13:36,1298697815842009089,"@sidharthsbae correct, we love this",2020-08-26 19:04:22,,,,everywhere
2020-12-10  13:36,1298696951874060289,@TheGodJihyoStan applying for low maintenance mutuals,2020-08-26 19:00:56,,,,everywhere
2020-12-10  13:36,1298696879392395264,@ElliottBlackwe3 been sitting here debating between 2 and 4 for a few minutes,2020-08-26 19:00:39,,,,everywhere
2020-12-10  13:36,1293265466836705280,@OscarTheGrouch love?,2020-08-11 19:18:09,,,,everywhere
2020-12-10  13:36,1293264711618686976,@OscarTheGrouch edit button?,2020-08-11 19:15:09,,,,everywhere
2020-12-10  13:36,1293263551667138561,@OscarTheGrouch pineapple on pizza?,2020-08-11 19:10:33,,,,everywhere
2020-12-10  13:36,1293261106408910849,"hey @OscarTheGrouch, what do you think of 2020?",2020-08-11 19:00:50,,,,everywhere
2020-12-10  13:36,1293239745695211520,"We tested, you Tweeted, and now we’re rolling it out to everyone! https://t.co/w6Q3Q6DiKz",2020-08-11 17:35:57,,,,everywhere
2020-12-10  13:36,1288832480351358979,@busralcinar @NASA and we love you to Mars and back https://t.co/z421PPY8yk,2020-07-30 13:43:03,,,,everywhere
2020-12-10  13:36,1288831841219358720,@octaviaspencer Need more adrenaline? https://t.co/h4XHILTeh5,2020-07-30 13:40:30,,,,everywhere
2020-12-10  13:36,1288831481847017473,@astrotoya @solarrsystem uh of course https://t.co/uHUIlg18kB,2020-07-30 13:39:05,,,,everywhere
2020-12-10  13:36,1288830635264454658,@NASAPersevere @NASA Send pics and check in often... we can make this work!,2020-07-30 13:35:43,,,,everywhere
2020-12-10  13:36,1288824380319870977,@RocketJoy you've got the right stuff https://t.co/2yzNZnDPIc,2020-07-30 13:10:52,,,,everywhere
2020-12-10  13:36,1288821749451067392,@Kaz82ba Go you! https://t.co/vbs1L5sgEA,2020-07-30 13:00:24,,,,everywhere
2020-12-10  13:36,1288821154543624192,@solarrsystem this will keep you awake https://t.co/v4YPvjKN9K,2020-07-30 12:58:03,,,,everywhere
2020-12-10  13:36,1288818663491919873,@Arshita_Singh31 let's blast https://t.co/xsSWee7BSV,2020-07-30 12:48:09,,,,everywhere
2020-12-10  13:36,1288817664270295043,@AsherPlangnan You're up https://t.co/9SdkfgYLvB,2020-07-30 12:44:10,,,,everywhere
2020-12-10  13:36,1288816989679415297,@mariannemaexcxc bring BTS to the Martians https://t.co/zYecBWOlMU,2020-07-30 12:41:30,,,,everywhere
2020-12-10  13:36,1288815794885820417,"@ThisMarcelo13 Gaga says, suit up, Little Monsters https://t.co/hM3em2JnVk",2020-07-30 12:36:45,,,,everywhere
2020-12-10  13:36,1288815049448906754,@kaitlynnraecook let us know if there's... life on Mars https://t.co/GgWN4L1HN6,2020-07-30 12:33:47,,,,everywhere
2020-12-10  13:36,1288814711945879552,@niaorea you can sleep on the flight https://t.co/aNEpn2WMMg,2020-07-30 12:32:27,,,,everywhere
2020-12-10  13:36,1288812516064129024,"@NASA @NASAPersevere On second thought, seven months is a long time and we kinda just met, but can we keep in touch?",2020-07-30 12:23:43,,,,everywhere
2020-12-10  13:36,1288803768784412673,@AstroJaws @maejemison @NASAPersevere Excited to watch with you this time...and maybe watch you liftoff next time?,2020-07-30 11:48:57,,,,everywhere
2020-12-10  13:36,1288800725888196608,@NASA @NASAPersevere Got enough of those jokes to last seven months?,2020-07-30 11:36:52,,,,everywhere
